,year,solver,track,instances,totargs,totedges,density,totlayers,totsccs,totntsccs,avgntsize,maxsccsize
15,2015,16-Carneades,SE-PR,2015/testset1_gr_small/g_101552__1909__1_1_1__882760067.tgf,1909,36680,0.0100651,3,245,1,1665.0,1665
16,2015,11-GRIS,EE-PR,2015/testset1_gr_small/g_108578__1880__1_1_1__1927273238.tgf,1880,35559,0.0100608,3,302,1,1579.0,1579
17,2015,16-Carneades,EE-PR,2015/testset1_gr_small/g_108578__1880__1_1_1__1927273238.tgf,1880,35559,0.0100608,3,302,1,1579.0,1579
18,2015,11-GRIS,DC-PR,2015/testset1_gr_small/g_108578__1880__1_1_1__1927273238.tgf,1880,35559,0.0100608,3,302,1,1579.0,1579
19,2015,11-GRIS,DC-PR,2015/testset1_gr_small/g_108578__1880__1_1_1__1927273238.tgf,1880,35559,0.0100608,3,302,1,1579.0,1579
20,2015,11-GRIS,DC-PR,2015/testset1_gr_small/g_108578__1880__1_1_1__1927273238.tgf,1880,35559,0.0100608,3,302,1,1579.0,1579
21,2015,16-Carneades,DC-PR,2015/testset1_gr_small/g_108578__1880__1_1_1__1927273238.tgf,1880,35559,0.0100608,3,302,1,1579.0,1579
22,2015,16-Carneades,DC-PR,2015/testset1_gr_small/g_108578__1880__1_1_1__1927273238.tgf,1880,35559,0.0100608,3,302,1,1579.0,1579
23,2015,16-Carneades,DC-PR,2015/testset1_gr_small/g_108578__1880__1_1_1__1927273238.tgf,1880,35559,0.0100608,3,302,1,1579.0,1579
24,2015,11-GRIS,DS-PR,2015/testset1_gr_small/g_108578__1880__1_1_1__1927273238.tgf,1880,35559,0.0100608,3,302,1,1579.0,1579
25,2015,11-GRIS,DS-PR,2015/testset1_gr_small/g_108578__1880__1_1_1__1927273238.tgf,1880,35559,0.0100608,3,302,1,1579.0,1579
26,2015,11-GRIS,DS-PR,2015/testset1_gr_small/g_108578__1880__1_1_1__1927273238.tgf,1880,35559,0.0100608,3,302,1,1579.0,1579
27,2015,16-Carneades,DS-PR,2015/testset1_gr_small/g_108578__1880__1_1_1__1927273238.tgf,1880,35559,0.0100608,3,302,1,1579.0,1579
28,2015,16-Carneades,DS-PR,2015/testset1_gr_small/g_108578__1880__1_1_1__1927273238.tgf,1880,35559,0.0100608,3,302,1,1579.0,1579
29,2015,16-Carneades,DS-PR,2015/testset1_gr_small/g_108578__1880__1_1_1__1927273238.tgf,1880,35559,0.0100608,3,302,1,1579.0,1579
30,2015,11-GRIS,SE-PR,2015/testset1_gr_small/g_108578__1880__1_1_1__1927273238.tgf,1880,35559,0.0100608,3,302,1,1579.0,1579
31,2015,16-Carneades,SE-PR,2015/testset1_gr_small/g_108578__1880__1_1_1__1927273238.tgf,1880,35559,0.0100608,3,302,1,1579.0,1579
32,2015,11-GRIS,EE-PR,2015/testset1_gr_small/g_118687__2223__1_1_1__420333329.tgf,2223,49564,0.0100297,3,350,1,1874.0,1874
33,2015,16-Carneades,EE-PR,2015/testset1_gr_small/g_118687__2223__1_1_1__420333329.tgf,2223,49564,0.0100297,3,350,1,1874.0,1874
34,2015,11-GRIS,DC-PR,2015/testset1_gr_small/g_118687__2223__1_1_1__420333329.tgf,2223,49564,0.0100297,3,350,1,1874.0,1874
35,2015,11-GRIS,DC-PR,2015/testset1_gr_small/g_118687__2223__1_1_1__420333329.tgf,2223,49564,0.0100297,3,350,1,1874.0,1874
36,2015,11-GRIS,DC-PR,2015/testset1_gr_small/g_118687__2223__1_1_1__420333329.tgf,2223,49564,0.0100297,3,350,1,1874.0,1874
37,2015,16-Carneades,DC-PR,2015/testset1_gr_small/g_118687__2223__1_1_1__420333329.tgf,2223,49564,0.0100297,3,350,1,1874.0,1874
38,2015,16-Carneades,DC-PR,2015/testset1_gr_small/g_118687__2223__1_1_1__420333329.tgf,2223,49564,0.0100297,3,350,1,1874.0,1874
39,2015,16-Carneades,DC-PR,2015/testset1_gr_small/g_118687__2223__1_1_1__420333329.tgf,2223,49564,0.0100297,3,350,1,1874.0,1874
40,2015,11-GRIS,DS-PR,2015/testset1_gr_small/g_118687__2223__1_1_1__420333329.tgf,2223,49564,0.0100297,3,350,1,1874.0,1874
41,2015,11-GRIS,DS-PR,2015/testset1_gr_small/g_118687__2223__1_1_1__420333329.tgf,2223,49564,0.0100297,3,350,1,1874.0,1874
42,2015,11-GRIS,DS-PR,2015/testset1_gr_small/g_118687__2223__1_1_1__420333329.tgf,2223,49564,0.0100297,3,350,1,1874.0,1874
43,2015,16-Carneades,DS-PR,2015/testset1_gr_small/g_118687__2223__1_1_1__420333329.tgf,2223,49564,0.0100297,3,350,1,1874.0,1874
44,2015,16-Carneades,DS-PR,2015/testset1_gr_small/g_118687__2223__1_1_1__420333329.tgf,2223,49564,0.0100297,3,350,1,1874.0,1874
45,2015,16-Carneades,DS-PR,2015/testset1_gr_small/g_118687__2223__1_1_1__420333329.tgf,2223,49564,0.0100297,3,350,1,1874.0,1874
46,2015,11-GRIS,SE-PR,2015/testset1_gr_small/g_118687__2223__1_1_1__420333329.tgf,2223,49564,0.0100297,3,350,1,1874.0,1874
47,2015,16-Carneades,SE-PR,2015/testset1_gr_small/g_118687__2223__1_1_1__420333329.tgf,2223,49564,0.0100297,3,350,1,1874.0,1874
48,2015,11-GRIS,EE-PR,2015/testset1_gr_small/g_139216__2511__1_1_1__394551800.tgf,2511,62774,0.00995603,3,472,1,2040.0,2040
49,2015,16-Carneades,EE-PR,2015/testset1_gr_small/g_139216__2511__1_1_1__394551800.tgf,2511,62774,0.00995603,3,472,1,2040.0,2040
50,2015,11-GRIS,DC-PR,2015/testset1_gr_small/g_139216__2511__1_1_1__394551800.tgf,2511,62774,0.00995603,3,472,1,2040.0,2040
51,2015,11-GRIS,DC-PR,2015/testset1_gr_small/g_139216__2511__1_1_1__394551800.tgf,2511,62774,0.00995603,3,472,1,2040.0,2040
52,2015,11-GRIS,DC-PR,2015/testset1_gr_small/g_139216__2511__1_1_1__394551800.tgf,2511,62774,0.00995603,3,472,1,2040.0,2040
53,2015,16-Carneades,DC-PR,2015/testset1_gr_small/g_139216__2511__1_1_1__394551800.tgf,2511,62774,0.00995603,3,472,1,2040.0,2040
54,2015,16-Carneades,DC-PR,2015/testset1_gr_small/g_139216__2511__1_1_1__394551800.tgf,2511,62774,0.00995603,3,472,1,2040.0,2040
55,2015,16-Carneades,DC-PR,2015/testset1_gr_small/g_139216__2511__1_1_1__394551800.tgf,2511,62774,0.00995603,3,472,1,2040.0,2040
56,2015,11-GRIS,DS-PR,2015/testset1_gr_small/g_139216__2511__1_1_1__394551800.tgf,2511,62774,0.00995603,3,472,1,2040.0,2040
57,2015,11-GRIS,DS-PR,2015/testset1_gr_small/g_139216__2511__1_1_1__394551800.tgf,2511,62774,0.00995603,3,472,1,2040.0,2040
58,2015,11-GRIS,DS-PR,2015/testset1_gr_small/g_139216__2511__1_1_1__394551800.tgf,2511,62774,0.00995603,3,472,1,2040.0,2040
59,2015,16-Carneades,DS-PR,2015/testset1_gr_small/g_139216__2511__1_1_1__394551800.tgf,2511,62774,0.00995603,3,472,1,2040.0,2040
60,2015,16-Carneades,DS-PR,2015/testset1_gr_small/g_139216__2511__1_1_1__394551800.tgf,2511,62774,0.00995603,3,472,1,2040.0,2040
61,2015,16-Carneades,DS-PR,2015/testset1_gr_small/g_139216__2511__1_1_1__394551800.tgf,2511,62774,0.00995603,3,472,1,2040.0,2040
62,2015,11-GRIS,SE-PR,2015/testset1_gr_small/g_139216__2511__1_1_1__394551800.tgf,2511,62774,0.00995603,3,472,1,2040.0,2040
63,2015,16-Carneades,SE-PR,2015/testset1_gr_small/g_139216__2511__1_1_1__394551800.tgf,2511,62774,0.00995603,3,472,1,2040.0,2040
64,2015,11-GRIS,EE-PR,2015/testset1_gr_small/g_1524167__4166__1_1_1__1420739094.tgf,4166,172890,0.00996165,3,658,1,3509.0,3509
65,2015,16-Carneades,EE-PR,2015/testset1_gr_small/g_1524167__4166__1_1_1__1420739094.tgf,4166,172890,0.00996165,3,658,1,3509.0,3509
66,2015,11-GRIS,DC-PR,2015/testset1_gr_small/g_1524167__4166__1_1_1__1420739094.tgf,4166,172890,0.00996165,3,658,1,3509.0,3509
67,2015,11-GRIS,DC-PR,2015/testset1_gr_small/g_1524167__4166__1_1_1__1420739094.tgf,4166,172890,0.00996165,3,658,1,3509.0,3509
68,2015,11-GRIS,DC-PR,2015/testset1_gr_small/g_1524167__4166__1_1_1__1420739094.tgf,4166,172890,0.00996165,3,658,1,3509.0,3509
69,2015,16-Carneades,DC-PR,2015/testset1_gr_small/g_1524167__4166__1_1_1__1420739094.tgf,4166,172890,0.00996165,3,658,1,3509.0,3509
70,2015,16-Carneades,DC-PR,2015/testset1_gr_small/g_1524167__4166__1_1_1__1420739094.tgf,4166,172890,0.00996165,3,658,1,3509.0,3509
71,2015,16-Carneades,DC-PR,2015/testset1_gr_small/g_1524167__4166__1_1_1__1420739094.tgf,4166,172890,0.00996165,3,658,1,3509.0,3509
72,2015,11-GRIS,DS-PR,2015/testset1_gr_small/g_1524167__4166__1_1_1__1420739094.tgf,4166,172890,0.00996165,3,658,1,3509.0,3509
73,2015,11-GRIS,DS-PR,2015/testset1_gr_small/g_1524167__4166__1_1_1__1420739094.tgf,4166,172890,0.00996165,3,658,1,3509.0,3509
74,2015,11-GRIS,DS-PR,2015/testset1_gr_small/g_1524167__4166__1_1_1__1420739094.tgf,4166,172890,0.00996165,3,658,1,3509.0,3509
75,2015,16-Carneades,DS-PR,2015/testset1_gr_small/g_1524167__4166__1_1_1__1420739094.tgf,4166,172890,0.00996165,3,658,1,3509.0,3509
76,2015,16-Carneades,DS-PR,2015/testset1_gr_small/g_1524167__4166__1_1_1__1420739094.tgf,4166,172890,0.00996165,3,658,1,3509.0,3509
77,2015,16-Carneades,DS-PR,2015/testset1_gr_small/g_1524167__4166__1_1_1__1420739094.tgf,4166,172890,0.00996165,3,658,1,3509.0,3509
78,2015,11-GRIS,SE-PR,2015/testset1_gr_small/g_1524167__4166__1_1_1__1420739094.tgf,4166,172890,0.00996165,3,658,1,3509.0,3509
79,2015,16-Carneades,SE-PR,2015/testset1_gr_small/g_1524167__4166__1_1_1__1420739094.tgf,4166,172890,0.00996165,3,658,1,3509.0,3509
80,2015,11-GRIS,EE-PR,2015/testset1_gr_small/g_169985__2033__1_1_1__1063588833.tgf,2033,41433,0.0100247,3,285,1,1749.0,1749
81,2015,16-Carneades,EE-PR,2015/testset1_gr_small/g_169985__2033__1_1_1__1063588833.tgf,2033,41433,0.0100247,3,285,1,1749.0,1749
82,2015,11-GRIS,DC-PR,2015/testset1_gr_small/g_169985__2033__1_1_1__1063588833.tgf,2033,41433,0.0100247,3,285,1,1749.0,1749
83,2015,11-GRIS,DC-PR,2015/testset1_gr_small/g_169985__2033__1_1_1__1063588833.tgf,2033,41433,0.0100247,3,285,1,1749.0,1749
84,2015,11-GRIS,DC-PR,2015/testset1_gr_small/g_169985__2033__1_1_1__1063588833.tgf,2033,41433,0.0100247,3,285,1,1749.0,1749
85,2015,16-Carneades,DC-PR,2015/testset1_gr_small/g_169985__2033__1_1_1__1063588833.tgf,2033,41433,0.0100247,3,285,1,1749.0,1749
86,2015,16-Carneades,DC-PR,2015/testset1_gr_small/g_169985__2033__1_1_1__1063588833.tgf,2033,41433,0.0100247,3,285,1,1749.0,1749
87,2015,16-Carneades,DC-PR,2015/testset1_gr_small/g_169985__2033__1_1_1__1063588833.tgf,2033,41433,0.0100247,3,285,1,1749.0,1749
88,2015,11-GRIS,DS-PR,2015/testset1_gr_small/g_169985__2033__1_1_1__1063588833.tgf,2033,41433,0.0100247,3,285,1,1749.0,1749
89,2015,11-GRIS,DS-PR,2015/testset1_gr_small/g_169985__2033__1_1_1__1063588833.tgf,2033,41433,0.0100247,3,285,1,1749.0,1749
90,2015,11-GRIS,DS-PR,2015/testset1_gr_small/g_169985__2033__1_1_1__1063588833.tgf,2033,41433,0.0100247,3,285,1,1749.0,1749
91,2015,16-Carneades,DS-PR,2015/testset1_gr_small/g_169985__2033__1_1_1__1063588833.tgf,2033,41433,0.0100247,3,285,1,1749.0,1749
92,2015,16-Carneades,DS-PR,2015/testset1_gr_small/g_169985__2033__1_1_1__1063588833.tgf,2033,41433,0.0100247,3,285,1,1749.0,1749
93,2015,16-Carneades,DS-PR,2015/testset1_gr_small/g_169985__2033__1_1_1__1063588833.tgf,2033,41433,0.0100247,3,285,1,1749.0,1749
94,2015,11-GRIS,SE-PR,2015/testset1_gr_small/g_169985__2033__1_1_1__1063588833.tgf,2033,41433,0.0100247,3,285,1,1749.0,1749
95,2015,16-Carneades,SE-PR,2015/testset1_gr_small/g_169985__2033__1_1_1__1063588833.tgf,2033,41433,0.0100247,3,285,1,1749.0,1749
96,2015,11-GRIS,EE-PR,2015/testset1_gr_small/g_225058__2636__1_1_1__233605874.tgf,2636,68860,0.00991006,3,393,1,2244.0,2244
97,2015,16-Carneades,EE-PR,2015/testset1_gr_small/g_225058__2636__1_1_1__233605874.tgf,2636,68860,0.00991006,3,393,1,2244.0,2244
98,2015,11-GRIS,DC-PR,2015/testset1_gr_small/g_225058__2636__1_1_1__233605874.tgf,2636,68860,0.00991006,3,393,1,2244.0,2244
99,2015,11-GRIS,DC-PR,2015/testset1_gr_small/g_225058__2636__1_1_1__233605874.tgf,2636,68860,0.00991006,3,393,1,2244.0,2244
100,2015,11-GRIS,DC-PR,2015/testset1_gr_small/g_225058__2636__1_1_1__233605874.tgf,2636,68860,0.00991006,3,393,1,2244.0,2244
101,2015,16-Carneades,DC-PR,2015/testset1_gr_small/g_225058__2636__1_1_1__233605874.tgf,2636,68860,0.00991006,3,393,1,2244.0,2244
102,2015,16-Carneades,DC-PR,2015/testset1_gr_small/g_225058__2636__1_1_1__233605874.tgf,2636,68860,0.00991006,3,393,1,2244.0,2244
103,2015,16-Carneades,DC-PR,2015/testset1_gr_small/g_225058__2636__1_1_1__233605874.tgf,2636,68860,0.00991006,3,393,1,2244.0,2244
104,2015,11-GRIS,DS-PR,2015/testset1_gr_small/g_225058__2636__1_1_1__233605874.tgf,2636,68860,0.00991006,3,393,1,2244.0,2244
105,2015,11-GRIS,DS-PR,2015/testset1_gr_small/g_225058__2636__1_1_1__233605874.tgf,2636,68860,0.00991006,3,393,1,2244.0,2244
106,2015,11-GRIS,DS-PR,2015/testset1_gr_small/g_225058__2636__1_1_1__233605874.tgf,2636,68860,0.00991006,3,393,1,2244.0,2244
107,2015,16-Carneades,DS-PR,2015/testset1_gr_small/g_225058__2636__1_1_1__233605874.tgf,2636,68860,0.00991006,3,393,1,2244.0,2244
108,2015,16-Carneades,DS-PR,2015/testset1_gr_small/g_225058__2636__1_1_1__233605874.tgf,2636,68860,0.00991006,3,393,1,2244.0,2244
109,2015,16-Carneades,DS-PR,2015/testset1_gr_small/g_225058__2636__1_1_1__233605874.tgf,2636,68860,0.00991006,3,393,1,2244.0,2244
110,2015,11-GRIS,SE-PR,2015/testset1_gr_small/g_225058__2636__1_1_1__233605874.tgf,2636,68860,0.00991006,3,393,1,2244.0,2244
111,2015,16-Carneades,SE-PR,2015/testset1_gr_small/g_225058__2636__1_1_1__233605874.tgf,2636,68860,0.00991006,3,393,1,2244.0,2244
112,2015,11-GRIS,EE-PR,2015/testset1_gr_small/g_236028__2696__1_1_1__1295870562.tgf,2696,72802,0.0100162,3,739,1,1958.0,1958
113,2015,16-Carneades,EE-PR,2015/testset1_gr_small/g_236028__2696__1_1_1__1295870562.tgf,2696,72802,0.0100162,3,739,1,1958.0,1958
114,2015,11-GRIS,DC-PR,2015/testset1_gr_small/g_236028__2696__1_1_1__1295870562.tgf,2696,72802,0.0100162,3,739,1,1958.0,1958
115,2015,11-GRIS,DC-PR,2015/testset1_gr_small/g_236028__2696__1_1_1__1295870562.tgf,2696,72802,0.0100162,3,739,1,1958.0,1958
116,2015,11-GRIS,DC-PR,2015/testset1_gr_small/g_236028__2696__1_1_1__1295870562.tgf,2696,72802,0.0100162,3,739,1,1958.0,1958
117,2015,16-Carneades,DC-PR,2015/testset1_gr_small/g_236028__2696__1_1_1__1295870562.tgf,2696,72802,0.0100162,3,739,1,1958.0,1958
118,2015,16-Carneades,DC-PR,2015/testset1_gr_small/g_236028__2696__1_1_1__1295870562.tgf,2696,72802,0.0100162,3,739,1,1958.0,1958
119,2015,16-Carneades,DC-PR,2015/testset1_gr_small/g_236028__2696__1_1_1__1295870562.tgf,2696,72802,0.0100162,3,739,1,1958.0,1958
120,2015,11-GRIS,DS-PR,2015/testset1_gr_small/g_236028__2696__1_1_1__1295870562.tgf,2696,72802,0.0100162,3,739,1,1958.0,1958
121,2015,11-GRIS,DS-PR,2015/testset1_gr_small/g_236028__2696__1_1_1__1295870562.tgf,2696,72802,0.0100162,3,739,1,1958.0,1958
122,2015,11-GRIS,DS-PR,2015/testset1_gr_small/g_236028__2696__1_1_1__1295870562.tgf,2696,72802,0.0100162,3,739,1,1958.0,1958
123,2015,16-Carneades,DS-PR,2015/testset1_gr_small/g_236028__2696__1_1_1__1295870562.tgf,2696,72802,0.0100162,3,739,1,1958.0,1958
124,2015,16-Carneades,DS-PR,2015/testset1_gr_small/g_236028__2696__1_1_1__1295870562.tgf,2696,72802,0.0100162,3,739,1,1958.0,1958
125,2015,16-Carneades,DS-PR,2015/testset1_gr_small/g_236028__2696__1_1_1__1295870562.tgf,2696,72802,0.0100162,3,739,1,1958.0,1958
126,2015,11-GRIS,SE-PR,2015/testset1_gr_small/g_236028__2696__1_1_1__1295870562.tgf,2696,72802,0.0100162,3,739,1,1958.0,1958
127,2015,16-Carneades,SE-PR,2015/testset1_gr_small/g_236028__2696__1_1_1__1295870562.tgf,2696,72802,0.0100162,3,739,1,1958.0,1958
128,2015,11-GRIS,EE-PR,2015/testset1_gr_small/g_244898__2743__1_1_1__1043095631.tgf,2743,75085,0.00997933,3,246,1,2498.0,2498
129,2015,16-Carneades,EE-PR,2015/testset1_gr_small/g_244898__2743__1_1_1__1043095631.tgf,2743,75085,0.00997933,3,246,1,2498.0,2498
130,2015,11-GRIS,DC-PR,2015/testset1_gr_small/g_244898__2743__1_1_1__1043095631.tgf,2743,75085,0.00997933,3,246,1,2498.0,2498
131,2015,11-GRIS,DC-PR,2015/testset1_gr_small/g_244898__2743__1_1_1__1043095631.tgf,2743,75085,0.00997933,3,246,1,2498.0,2498
132,2015,11-GRIS,DC-PR,2015/testset1_gr_small/g_244898__2743__1_1_1__1043095631.tgf,2743,75085,0.00997933,3,246,1,2498.0,2498
133,2015,16-Carneades,DC-PR,2015/testset1_gr_small/g_244898__2743__1_1_1__1043095631.tgf,2743,75085,0.00997933,3,246,1,2498.0,2498
134,2015,16-Carneades,DC-PR,2015/testset1_gr_small/g_244898__2743__1_1_1__1043095631.tgf,2743,75085,0.00997933,3,246,1,2498.0,2498
135,2015,16-Carneades,DC-PR,2015/testset1_gr_small/g_244898__2743__1_1_1__1043095631.tgf,2743,75085,0.00997933,3,246,1,2498.0,2498
136,2015,11-GRIS,DS-PR,2015/testset1_gr_small/g_244898__2743__1_1_1__1043095631.tgf,2743,75085,0.00997933,3,246,1,2498.0,2498
137,2015,11-GRIS,DS-PR,2015/testset1_gr_small/g_244898__2743__1_1_1__1043095631.tgf,2743,75085,0.00997933,3,246,1,2498.0,2498
138,2015,11-GRIS,DS-PR,2015/testset1_gr_small/g_244898__2743__1_1_1__1043095631.tgf,2743,75085,0.00997933,3,246,1,2498.0,2498
139,2015,16-Carneades,DS-PR,2015/testset1_gr_small/g_244898__2743__1_1_1__1043095631.tgf,2743,75085,0.00997933,3,246,1,2498.0,2498
140,2015,16-Carneades,DS-PR,2015/testset1_gr_small/g_244898__2743__1_1_1__1043095631.tgf,2743,75085,0.00997933,3,246,1,2498.0,2498
141,2015,16-Carneades,DS-PR,2015/testset1_gr_small/g_244898__2743__1_1_1__1043095631.tgf,2743,75085,0.00997933,3,246,1,2498.0,2498
142,2015,11-GRIS,SE-PR,2015/testset1_gr_small/g_244898__2743__1_1_1__1043095631.tgf,2743,75085,0.00997933,3,246,1,2498.0,2498
143,2015,16-Carneades,SE-PR,2015/testset1_gr_small/g_244898__2743__1_1_1__1043095631.tgf,2743,75085,0.00997933,3,246,1,2498.0,2498
144,2015,11-GRIS,EE-PR,2015/testset1_gr_small/g_316863__2943__1_1_1__1909914641.tgf,2943,86636,0.0100027,3,389,1,2555.0,2555
145,2015,16-Carneades,EE-PR,2015/testset1_gr_small/g_316863__2943__1_1_1__1909914641.tgf,2943,86636,0.0100027,3,389,1,2555.0,2555
146,2015,11-GRIS,DC-PR,2015/testset1_gr_small/g_316863__2943__1_1_1__1909914641.tgf,2943,86636,0.0100027,3,389,1,2555.0,2555
147,2015,11-GRIS,DC-PR,2015/testset1_gr_small/g_316863__2943__1_1_1__1909914641.tgf,2943,86636,0.0100027,3,389,1,2555.0,2555
148,2015,11-GRIS,DC-PR,2015/testset1_gr_small/g_316863__2943__1_1_1__1909914641.tgf,2943,86636,0.0100027,3,389,1,2555.0,2555
149,2015,16-Carneades,DC-PR,2015/testset1_gr_small/g_316863__2943__1_1_1__1909914641.tgf,2943,86636,0.0100027,3,389,1,2555.0,2555
150,2015,16-Carneades,DC-PR,2015/testset1_gr_small/g_316863__2943__1_1_1__1909914641.tgf,2943,86636,0.0100027,3,389,1,2555.0,2555
151,2015,16-Carneades,DC-PR,2015/testset1_gr_small/g_316863__2943__1_1_1__1909914641.tgf,2943,86636,0.0100027,3,389,1,2555.0,2555
152,2015,11-GRIS,DS-PR,2015/testset1_gr_small/g_316863__2943__1_1_1__1909914641.tgf,2943,86636,0.0100027,3,389,1,2555.0,2555
153,2015,11-GRIS,DS-PR,2015/testset1_gr_small/g_316863__2943__1_1_1__1909914641.tgf,2943,86636,0.0100027,3,389,1,2555.0,2555
154,2015,11-GRIS,DS-PR,2015/testset1_gr_small/g_316863__2943__1_1_1__1909914641.tgf,2943,86636,0.0100027,3,389,1,2555.0,2555
155,2015,16-Carneades,DS-PR,2015/testset1_gr_small/g_316863__2943__1_1_1__1909914641.tgf,2943,86636,0.0100027,3,389,1,2555.0,2555
156,2015,16-Carneades,DS-PR,2015/testset1_gr_small/g_316863__2943__1_1_1__1909914641.tgf,2943,86636,0.0100027,3,389,1,2555.0,2555
157,2015,16-Carneades,DS-PR,2015/testset1_gr_small/g_316863__2943__1_1_1__1909914641.tgf,2943,86636,0.0100027,3,389,1,2555.0,2555
158,2015,11-GRIS,SE-PR,2015/testset1_gr_small/g_316863__2943__1_1_1__1909914641.tgf,2943,86636,0.0100027,3,389,1,2555.0,2555
159,2015,16-Carneades,SE-PR,2015/testset1_gr_small/g_316863__2943__1_1_1__1909914641.tgf,2943,86636,0.0100027,3,389,1,2555.0,2555
160,2015,11-GRIS,EE-PR,2015/testset1_gr_small/g_325485__2631__1_1_1__1679363424.tgf,2631,68937,0.00995888,3,310,1,2322.0,2322
161,2015,16-Carneades,EE-PR,2015/testset1_gr_small/g_325485__2631__1_1_1__1679363424.tgf,2631,68937,0.00995888,3,310,1,2322.0,2322
162,2015,11-GRIS,DC-PR,2015/testset1_gr_small/g_325485__2631__1_1_1__1679363424.tgf,2631,68937,0.00995888,3,310,1,2322.0,2322
163,2015,11-GRIS,DC-PR,2015/testset1_gr_small/g_325485__2631__1_1_1__1679363424.tgf,2631,68937,0.00995888,3,310,1,2322.0,2322
164,2015,11-GRIS,DC-PR,2015/testset1_gr_small/g_325485__2631__1_1_1__1679363424.tgf,2631,68937,0.00995888,3,310,1,2322.0,2322
165,2015,16-Carneades,DC-PR,2015/testset1_gr_small/g_325485__2631__1_1_1__1679363424.tgf,2631,68937,0.00995888,3,310,1,2322.0,2322
166,2015,16-Carneades,DC-PR,2015/testset1_gr_small/g_325485__2631__1_1_1__1679363424.tgf,2631,68937,0.00995888,3,310,1,2322.0,2322
167,2015,16-Carneades,DC-PR,2015/testset1_gr_small/g_325485__2631__1_1_1__1679363424.tgf,2631,68937,0.00995888,3,310,1,2322.0,2322
168,2015,11-GRIS,DS-PR,2015/testset1_gr_small/g_325485__2631__1_1_1__1679363424.tgf,2631,68937,0.00995888,3,310,1,2322.0,2322
169,2015,11-GRIS,DS-PR,2015/testset1_gr_small/g_325485__2631__1_1_1__1679363424.tgf,2631,68937,0.00995888,3,310,1,2322.0,2322
170,2015,11-GRIS,DS-PR,2015/testset1_gr_small/g_325485__2631__1_1_1__1679363424.tgf,2631,68937,0.00995888,3,310,1,2322.0,2322
171,2015,16-Carneades,DS-PR,2015/testset1_gr_small/g_325485__2631__1_1_1__1679363424.tgf,2631,68937,0.00995888,3,310,1,2322.0,2322
172,2015,16-Carneades,DS-PR,2015/testset1_gr_small/g_325485__2631__1_1_1__1679363424.tgf,2631,68937,0.00995888,3,310,1,2322.0,2322
173,2015,16-Carneades,DS-PR,2015/testset1_gr_small/g_325485__2631__1_1_1__1679363424.tgf,2631,68937,0.00995888,3,310,1,2322.0,2322
174,2015,11-GRIS,SE-PR,2015/testset1_gr_small/g_325485__2631__1_1_1__1679363424.tgf,2631,68937,0.00995888,3,310,1,2322.0,2322
175,2015,16-Carneades,SE-PR,2015/testset1_gr_small/g_325485__2631__1_1_1__1679363424.tgf,2631,68937,0.00995888,3,310,1,2322.0,2322
