instances,totargs,totedges,density,totlayers,totsccs,totntsccs,avgntsize,maxsccsize,totoddcycles,isbipartite,maxwidth,t_c,nt_c,mx,mx2,mx3,mx4,px
2019/instances/A-3-afinput_exp_cycles_depvary_step4_batch_yyy05.tgf,665,428030,0.967901,3,15,1,651,651,424657,0,1,0,2.83219,2.83219,2.05462,1.01356,1.05447,2.02713
2019/instances/A-3-afinput_exp_cycles_indvary1_step1_batch_yyy02.tgf,577,321302,0.965077,3,9,1,569,569,318030,0,1,0,4.54765,4.54765,2.21489,1.05235,1.13609,2.1047
2019/instances/A-3-afinput_exp_cycles_indvary1_step1_batch_yyy03.tgf,475,218439,0.968151,3,6,1,470,470,126884,0,1,0,5.45582,5.45582,2.29863,1.07206,1.15545,2.14412
2019/instances/A-3-afinput_exp_cycles_indvary1_step1_batch_yyy09.tgf,581,328694,0.973732,3,11,1,571,571,321160,0,1,0,2.33515,2.33515,2.02635,1.00657,1.06089,2.01313
2019/instances/A-3-afinput_exp_cycles_indvary1_step2_batch_yyy01.tgf,619,373513,0.97482,3,10,1,610,610,370694,0,1,0,2.63349,2.63349,2.04945,1.01229,1.06977,2.02458
2019/instances/A-3-afinput_exp_cycles_indvary1_step3_batch_yyy02.tgf,556,299028,0.967302,3,10,1,547,547,297687,0,1,0,2.4473,2.4473,2.03957,1.00984,1.07936,2.01969
2019/instances/A-3-afinput_exp_cycles_indvary2_step1_batch_yyy03.tgf,639,395445,0.968466,3,16,1,624,624,389504,0,1,0,2.17226,2.17226,2.00987,1.00246,1.03123,2.00493
2019/instances/A-3-afinput_exp_cycles_indvary2_step1_batch_yyy04.tgf,691,456389,0.955827,3,18,1,674,674,434909,0,1,0,2.60992,2.60992,2.06931,1.01718,1.15884,2.03436
2019/instances/A-3-afinput_exp_cycles_indvary2_step1_batch_yyy10.tgf,691,449360,0.941105,3,23,1,669,669,437265,0,1,0,2.62129,2.62129,2.0679,1.01683,1.1463,2.03367
2019/instances/A-3-bw2.pfile-4-02.pddl.2.cnf.tgf,1992,4255,0.00107231,66,1590,87,5.62069,149,0,1,6,0,69604.8,69604.8,66130.3,160.276,210.9,1.42E+79
2019/instances/A-3-grd_8034_1_2.tgf,8034,323193,0.00500724,3,571,1,7464,7464,151551,0,1,6.87E-07,1463.73,1463.73,1439.69,26.8299,8.68E+12,53.6599
2019/instances/A-4-afinput_exp_acyclic_depvary_step7_batch_yyy08.tgf,1009,969854,0.95263,3,23,1,987,987,957695,0,1,0,3.3814,3.3814,2.14123,1.0347,1.20179,2.06941
2019/instances/A-4-afinput_exp_acyclic_depvary_step8_batch_yyy09.tgf,971,893586,0.947759,3,31,1,941,941,880521,0,1,0,2.47958,2.47958,2.05103,1.01268,1.15725,2.02535
2019/instances/A-4-afinput_exp_acyclic_indvary1_step2_batch_yyy07.tgf,1028,1039471,0.983617,3,10,1,1019,1019,1034766,0,1,0,2.72727,2.72727,2.0468,1.01163,1.06346,2.02326
2019/instances/A-4-grd_7891_3_9.tgf,7891,934806,0.0150127,3,373,1,7519,7519,426888,0,1,1.22E-06,2,2,2,1,7.17E+12,2
2019/instances/B-1-admbuster_1000.tgf,1000,1498,0.001498,1,1000,0,0,1,0,1,1,0.000125,0,0.000125,0.000125,0.000125,0.000125,1.00012
2019/instances/B-1-admbuster_2000.tgf,2000,2998,0.0007495,1,2000,0,0,1,0,1,1,0.0005,0,0.0005,0.0005,0.0005,0.0005,1.0005
2019/instances/B-1-afinput_exp_acyclic_depvary_step5_batch_yyy08.tgf,384,133973,0.908563,3,15,1,370,370,129636,0,1,0,3.44466,3.44466,2.225,1.05475,1.29219,2.1095
2019/instances/B-1-afinput_exp_acyclic_indvary1_step3_batch_yyy06.tgf,74,3427,0.625822,3,11,1,64,64,2655,0,1,0,5.37366,5.37366,3.29173,1.28291,2.02315,2.56583
2019/instances/B-1-afinput_exp_cycles_indvary1_step8_batch_yyy08.tgf,41,216,0.128495,3,27,1,15,15,0,1,1,0,4.14675,4.14675,3.11436,1.24787,1.64074,2.49574
2019/instances/B-1-BA_100_20_1.tgf,101,121,0.0118616,5,80,10,3.1,6,0,1,5,1.55E-08,79.1227,79.1227,65.9843,13.229,14.2624,5932.37
2019/instances/B-1-BA_120_20_2.tgf,121,145,0.0099037,6,96,18,2.38889,4,0,1,8,8.50E-09,145.757,145.757,123.673,22.1599,23.8821,472815
2019/instances/B-1-BA_40_30_3.tgf,41,53,0.0315289,4,28,7,2.85714,5,0,1,5,5.50E-09,38.0649,38.0649,31.8309,9.10549,9.74266,390.989
2019/instances/B-1-BA_40_60_2.tgf,41,65,0.0386675,3,16,3,9.33333,17,0,1,3,0,43.7032,43.7032,37.2039,6.53059,7.14448,58.4203
2019/instances/B-1-BA_40_80_4.tgf,41,73,0.0434265,3,8,2,17.5,31,0,1,1,0,35.8055,35.8055,31.7222,6.69803,7.64755,15.2591
2019/instances/B-1-ferry2.pfile-L2-C1-02.pddl.2.cnf.tgf,160,279,0.0108984,22,113,27,2.74074,9,1,0,5,0,521.709,521.709,460.072,32.2197,37.609,4.11E+19
2019/instances/B-1-ferry2.pfile-L2-C2-06.pddl.2.cnf.tgf,239,432,0.00756289,26,176,30,3.1,35,16,0,5,0,735.311,735.311,658.61,36.7113,44.1052,5.20E+24
2019/instances/B-1-grd_156_3_6.tgf,156,409,0.0168064,5,140,3,6.33333,10,0,1,2,1.75E-07,13.3486,13.3486,12.3435,3.44426,6.08116,23.1082
2019/instances/B-1-grd_1892_1_3.tgf,1892,17773,0.00496499,4,480,3,471.667,1410,5040,0,2,4.60E-07,281.303,281.303,278.094,11.5933,419818,57.5598
2019/instances/B-1-grd_1948_5_1.tgf,1948,94841,0.024993,3,524,1,1425,1425,27010,0,1,0.000004452,2,2,2,1,346942,2
2019/instances/B-1-grd_3018_3_7.tgf,3018,137019,0.0150433,3,392,1,2627,2627,60406,0,1,1.48E-06,2,2,2,1,39660300,2
2019/instances/B-1-massachusetts-archiver_20090912_0208.gml.50.tgf,34,58,0.050173,3,9,6,5.16667,15,0,1,5,0,58.0445,58.0445,48.0837,10.0279,10.4294,109.86
2019/instances/B-1-stb_138_162.tgf,138,1391,0.0730414,4,10,2,65,109,493,0,1,0.000000002,33.3189,33.3189,28.589,5.09621,31.2287,19.3126
2019/instances/B-1-stb_161_74.tgf,161,1400,0.0540103,6,30,3,44.6667,126,482,0,2,0.000000032,35.9116,35.9116,33.7821,5.52009,41.5194,140.804
2019/instances/B-1-stb_199_128.tgf,199,442,0.0111613,3,83,1,117,117,83,0,1,5.25E-08,833.405,833.405,793.109,19.9137,39.9418,39.8274
2019/instances/B-1-university-of-pretoria_20150805_1406.normalized.gml.80.tgf,13,17,0.100592,2,7,3,3,4,0,1,4,0,14.4369,14.4369,11.4319,4.12568,4.12568,8.25137
2019/instances/B-2-afinput_exp_acyclic_depvary_step8_batch_yyy09.tgf,971,893586,0.947759,3,31,1,941,941,880521,0,1,0,2.47958,2.47958,2.05103,1.01268,1.15725,2.02535
2019/instances/B-2-afinput_exp_acyclic_indvary2_step2_batch_yyy10.tgf,848,698383,0.971185,3,13,1,836,836,693286,0,1,0,2.46429,2.46429,2.04495,1.01118,1.12032,2.02235
2019/instances/B-2-afinput_exp_cycles_indvary2_step1_batch_yyy01.tgf,834,672442,0.966769,3,12,1,823,823,658585,0,1,0,4.08486,4.08486,2.1881,1.04597,1.1706,2.09194
2019/instances/B-2-afinput_exp_cycles_indvary2_step1_batch_yyy10.tgf,691,449360,0.941105,3,23,1,669,669,437265,0,1,0,2.62129,2.62129,2.0679,1.01683,1.1463,2.03367
2019/instances/B-2-BA_140_30_5.tgf,141,183,0.00920477,7,98,15,3.86667,12,0,1,5,1.05E-08,166.892,166.892,142.381,21.1417,23.2414,3541820
2019/instances/B-2-comune-di-castellanza_20151218_2338.gml.80.tgf,35,96,0.0783673,2,2,1,34,34,21,0,1,0,96.2593,96.2593,81.9578,6.40148,6.40148,12.803
2019/instances/B-2-stb_287_202.tgf,287,2810,0.0341148,2,8,1,280,280,1365,0,1,0.000000002,17571.7,17571.7,14803.5,121.67,269.789,121.67
2019/instances/B-2-stb_291_2.tgf,291,3361,0.0396901,2,10,1,282,282,1696,0,1,4.50E-09,11300.1,11300.1,9320.74,96.544,265.67,96.544
2019/instances/B-2-stb_330_291.tgf,330,3214,0.0295133,2,22,1,309,309,1531,0,1,0.000000019,7487.76,7487.76,6504.39,80.6498,365.56,80.6498
2019/instances/B-2-stb_410_118.tgf,410,3720,0.0221297,2,27,1,384,384,1588,0,1,0.000000042,23037.4,23037.4,20488.1,143.137,760.346,143.137
2019/instances/B-2-stb_625_161.tgf,625,2753,0.00704768,3,28,1,598,598,1032,0,1,2.50E-09,22947700,22947700,21634000,3288.92,4508.71,6577.85
2019/instances/B-2-WS_200_20_90_50.tgf,200,2000,0.05,1,1,1,200,200,890,0,1,0,14106.3,14106.3,11075.1,105.238,105.238,105.238
2019/instances/B-3-afinput_exp_acyclic_depvary_step7_batch_yyy08.tgf,1009,969854,0.95263,3,23,1,987,987,957695,0,1,0,3.3814,3.3814,2.14123,1.0347,1.20179,2.06941
2019/instances/B-3-stb_327_100.tgf,327,3160,0.0295523,2,7,1,321,321,1491,0,1,0.000000001,54275.5,54275.5,46050.6,214.594,413.059,214.594
2019/instances/B-3-stb_339_393.tgf,339,4374,0.0380609,4,25,2,158,315,2034,0,1,2.75E-08,1201.72,1201.72,1040.28,33.2068,366.992,96.6205
2019/instances/B-3-stb_380_405.tgf,380,4503,0.0311842,4,35,2,173.5,346,2275,0,1,5.55E-08,1590.74,1590.74,1403.76,38.4267,508.403,112.28
2019/instances/B-3-stb_390_450.tgf,390,2845,0.0187048,2,27,1,364,364,1222,0,1,0.000000035,29554,29554,26682.6,163.348,652.983,163.348
2019/instances/B-3-stb_428_430.tgf,428,3702,0.0202092,6,33,3,132.667,395,1659,0,1,2.95E-08,10435.1,10435.1,9463.07,99.2372,850.447,1458.56
2019/instances/B-3-stb_430_209.tgf,430,2698,0.0145917,3,18,1,413,413,1143,0,1,0.000000008,450641,450641,410716,453.164,1030.28,906.329
2019/instances/B-3-stb_457_193.tgf,457,5074,0.0242951,2,38,1,420,420,2514,0,1,0.000000131,5733.94,5733.94,5126.05,71.5965,1012.2,71.5965
2019/instances/B-3-stb_522_11.tgf,522,3001,0.0110135,3,34,1,489,489,1148,0,1,4.55E-08,1143310,1143310,1059400,727.804,1950.85,1455.61
2019/instances/B-3-stb_590_330.tgf,590,3443,0.00989084,3,35,1,556,556,1398,0,1,6.25E-08,2203040,2203040,2051730,1012.85,3257.48,2025.7
2019/instances/B-3-stb_696_368.tgf,696,3128,0.00645726,3,24,1,673,673,1192,0,1,0.000000001,80025000,80025000,75525100,6145.12,7566.93,12290.2
2019/instances/B-3-stb_696_412.tgf,696,3395,0.00700844,3,50,1,647,647,1259,0,1,6.95E-08,15125900,15125900,14271700,2671.3,6316.53,5342.61
2019/instances/B-3-stb_763_492.tgf,763,3774,0.00648265,5,56,2,354.5,706,1362,0,1,0.000000062,26675800,26675800,25247600,3554,9387.91,28424
2019/instances/B-3-stb_767_429.tgf,767,3415,0.00580497,3,65,1,703,703,1246,0,1,6.45E-08,24215700,24215700,23049800,3394.84,9261.14,6789.67
2019/instances/B-3-WS_300_16_70_30.tgf,300,2400,0.0266667,1,1,1,300,300,1124,0,1,0,139317,139317,118837,344.728,344.728,344.728
2019/instances/B-3-WS_300_16_90_30.tgf,300,2400,0.0266667,1,1,1,300,300,1141,0,1,0,139317,139317,118837,344.728,344.728,344.728
2019/instances/B-4-stb_547_485.tgf,547,3440,0.011497,3,37,1,511,511,1404,0,1,0.000000068,1079780,1079780,997564,706.245,2300.02,1412.49
2019/instances/C-1-admbuster_10000.tgf,10000,14998,0.00014998,1,10000,0,0,1,0,1,1,0.0125,0,0.0125,0.0125,0.0125,0.0125,1.0125
2019/instances/C-1-admbuster_1000.tgf,1000,1498,0.001498,1,1000,0,0,1,0,1,1,0.000125,0,0.000125,0.000125,0.000125,0.000125,1.00012
2019/instances/C-1-admbuster_6000.tgf,6000,8998,0.000249944,1,6000,0,0,1,0,1,1,0.0045,0,0.0045,0.0045,0.0045,0.0045,1.0045
2019/instances/C-1-admbuster_8000.tgf,8000,11998,0.000187469,1,8000,0,0,1,0,1,1,0.008,0,0.008,0.008,0.008,0.008,1.008
2019/instances/C-1-afinput_exp_acyclic_indvary1_step1_batch_yyy08.tgf,39,869,0.571335,3,10,1,30,30,700,0,1,0,3.41632,3.41632,2.5394,1.12681,1.4587,2.25362
2019/instances/C-1-afinput_exp_acyclic_indvary1_step5_batch_yyy07.tgf,26,27,0.0399408,3,24,1,3,3,0,1,1,3.50E-09,2,2,2,1,1.49211,2
2019/instances/C-1-afinput_exp_cycles_indvary1_step6_batch_yyy02.tgf,48,877,0.380642,3,19,1,30,30,464,0,1,0,2,2,2,1,1.66951,2
2019/instances/C-1-BA_120_20_5.tgf,121,145,0.0099037,5,96,12,3.08333,7,0,1,5,0.000000008,94.0788,94.0788,78.2348,15.9947,17.1217,13924.6
2019/instances/C-1-BA_60_60_2.tgf,61,97,0.0260683,5,24,5,8.4,18,0,1,3,1.50E-09,75.4916,75.4916,64.5184,10.1188,11.2169,772.158
2019/instances/C-1-BA_80_20_4.tgf,81,97,0.0147843,5,64,11,2.54545,4,0,1,6,6.50E-09,73.5562,73.5562,62.5249,13.7519,14.82,5314.97
2019/instances/C-1-bluestar-or-us.gml.20.tgf,24,29,0.0503472,3,18,4,2.5,3,0,1,3,8.50E-09,18.9469,18.9469,15.5185,4.98087,5.34707,19.9192
2019/instances/C-1-calaveras-transit_20151216_1707.gml.50.tgf,32,82,0.0800781,3,4,3,10.3333,23,18,0,2,0,74.1836,74.1836,60.8499,7.09704,7.36778,50.8055
2019/instances/C-1-ER_100_100_3.tgf,102,5101,0.490292,1,1,1,102,102,2529,0,1,0,148.099,148.099,35.452,5.95416,5.95416,5.95416
2019/instances/C-1-grd_1222_5_4.tgf,1222,37401,0.0250461,3,416,1,807,807,9135,0,1,3.51E-06,2,2,2,1,14724.2,2
2019/instances/C-1-grd_3018_3_7.tgf,3018,137019,0.0150433,3,392,1,2627,2627,60406,0,1,1.48E-06,2,2,2,1,39660300,2
2019/instances/C-1-grd_489_5_8.tgf,489,5944,0.0248577,3,352,1,138,138,1190,0,1,2.19E-06,2,2,2,1,52.4988,2
2019/instances/C-1-grd_5178_1_1.tgf,5178,134016,0.00499842,3,470,1,4709,4709,58706,0,1,4.99E-07,2156.09,2156.09,2118.69,32.5476,18922000000,65.0951
2019/instances/C-1-grd_8034_1_2.tgf,8034,323193,0.00500724,3,571,1,7464,7464,151551,0,1,6.87E-07,1463.73,1463.73,1439.69,26.8299,8.68E+12,53.6599
2019/instances/C-1-stb_234_487.tgf,234,1406,0.0256776,3,26,1,209,209,562,0,1,2.15E-08,3348.68,3348.68,3015.42,38.8292,130.301,77.6585
2019/instances/C-1-stb_373_251.tgf,373,2491,0.0179042,3,43,1,331,331,892,0,1,0.000000081,9502.4,9502.4,8782.36,66.266,487.127,132.532
2019/instances/C-1-stb_463_93.tgf,463,2077,0.0096889,3,41,1,423,423,792,0,1,2.05E-08,1194240,1194240,1114940,746.638,1158.07,1493.28
2019/instances/C-1-WS_200_28_70_10.tgf,200,2800,0.07,1,1,1,200,200,1394,0,1,0,12749.8,12749.8,9103.38,95.4116,95.4116,95.4116
2019/instances/C-2-afinput_exp_acyclic_depvary_step6_batch_yyy05.tgf,626,358110,0.913835,3,31,1,596,596,351123,0,1,0,2.51542,2.51542,2.069,1.0171,1.20342,2.03421
2019/instances/C-2-afinput_exp_acyclic_indvary1_step2_batch_yyy07.tgf,1028,1039471,0.983617,3,10,1,1019,1019,1034766,0,1,0,2.72727,2.72727,2.0468,1.01163,1.06346,2.02326
2019/instances/C-2-afinput_exp_cycles_depvary_step3_batch_yyy08.tgf,621,375128,0.972739,3,10,1,612,612,372479,0,1,0,2.5299,2.5299,2.04306,1.01071,1.07295,2.02141
2019/instances/C-2-afinput_exp_cycles_depvary_step4_batch_yyy05.tgf,665,428030,0.967901,3,15,1,651,651,424657,0,1,0,2.83219,2.83219,2.05462,1.01356,1.05447,2.02713
2019/instances/C-2-afinput_exp_cycles_indvary2_step1_batch_yyy01.tgf,834,672442,0.966769,3,12,1,823,823,658585,0,1,0,4.08486,4.08486,2.1881,1.04597,1.1706,2.09194
2019/instances/C-2-stb_304_352.tgf,304,2687,0.0290751,2,7,1,298,298,1389,0,1,0.000000002,55528,55528,47164.9,217.175,332.066,217.175
2019/instances/C-3-afinput_exp_acyclic_depvary_step7_batch_yyy08.tgf,1009,969854,0.95263,3,23,1,987,987,957695,0,1,0,3.3814,3.3814,2.14123,1.0347,1.20179,2.06941
2019/instances/Medium-result-b16.tgf,426,67277,0.370721,2,118,1,309,309,18141,0,1,0,7220.73,7220.73,492.908,15.6989,15.6989,31.3977
2019/instances/Medium-result-b17.tgf,594,126681,0.359037,2,162,1,433,433,35585,0,1,0,36300.1,36300.1,1572.6,28.041,28.041,56.082
2019/instances/Medium-result-b1.tgf,438,77717,0.405105,2,128,1,311,311,0,1,1,0,3990.96,3990.96,225.128,10.6096,10.6096,21.2193
2019/instances/Medium-result-b23.tgf,577,165016,0.495649,2,55,1,523,523,84624,0,1,0,74001.5,74001.5,2149.56,32.7838,32.7838,65.5676
2019/instances/Medium-result-b24.tgf,391,79616,0.520771,2,30,1,362,362,15932,0,1,0,10805.1,10805.1,541.457,16.4538,16.4538,32.9077
2019/instances/Medium-result-b25.tgf,519,137880,0.511878,2,46,1,474,474,25780,0,1,0,38721.5,38721.5,1273.86,25.2375,25.2375,50.4749
2019/instances/Medium-result-b2.tgf,558,129848,0.41703,2,173,1,386,386,0,1,1,0,7249.26,7249.26,277.343,11.7759,11.7759,23.5518
2019/instances/n100p3q34ve.tgf,100,2025,0.2025,1,1,1,100,100,1422,0,1,0,487.847,487.847,251.602,15.862,15.862,15.862
2019/instances/n100p5q2.tgf,100,3059,0.3059,1,1,1,100,100,1685,0,1,0,322.078,322.078,122.871,11.0847,11.0847,11.0847
2019/instances/n128p5q2_ve.tgf,128,4737,0.289124,1,1,1,128,128,2729,0,1,0,743.909,743.909,263.681,16.2383,16.2383,16.2383
2019/instances/n160p3q24e.tgf,160,4658,0.181953,1,1,1,160,160,3117,0,1,0,2779.5,2779.5,1302.95,36.0964,36.0964,36.0964
2019/instances/n160p5q2_ve.tgf,160,7626,0.297891,1,1,1,160,160,4618,0,1,0,1550.95,1550.95,471.482,21.7136,21.7136,21.7136
2019/instances/n192p5q2_ve.tgf,192,11061,0.300049,1,1,1,192,192,6449,0,1,0,3088.51,3088.51,831.059,28.8281,28.8281,28.8281
