instances,totargs,totedges,density,totlayers,totsccs,totntsccs,avgntsize,maxsccsize,totoddcycles,isbipartite,maxwidth,t_c,nt_c,mx,mx2,mx3,mx4,px
2015/testset2_gr_medium/g_264197__3005__1_1_1__1585216394.tgf,3005,90595,0.0100326,3,276,1,2730,2730,40165,0,1,0.000000333,184.116,184.116,179.978,9.48624,61016500,18.9725
2015/testset2_gr_medium/g_265502__2684__1_1_1__1461484505.tgf,2684,72330,0.0100405,3,424,1,2261,2261,26643,0,1,0.000000938,3.98606,3.98607,3.97225,1.4093,12164500,2.8186
2015/testset2_gr_medium/g_3678842__4959__1_1_1__2055741360.tgf,4959,246124,0.0100084,3,729,1,4231,4231,90586,0,1,0.000003543,2,2,2,1,4925440000,2
2015/testset2_gr_medium/g_4035622__3478__1_1_1__368871344.tgf,3478,121418,0.0100375,3,657,1,2822,2822,40349,0,1,3.02E-06,2,2,2,1,82364200,2
2015/testset2_gr_medium/g_4801850__5900__1_1_1__1507270746.tgf,5900,347209,0.0099744,3,438,1,5463,5463,151923,0,1,0.000001034,12.4022,12.4022,12.2895,2.47886,1.03E+11,4.95772
2015/testset2_gr_medium/g_5000211__4470__1_1_1__750147053.tgf,4470,200631,0.0100411,3,375,1,4096,4096,88761,0,1,5.98E-07,10.8314,10.8314,10.7395,2.31728,3436390000,4.63455
2015/testset2_gr_medium/g_5128808__6017__1_1_1__145329534.tgf,6017,362089,0.0100013,3,572,1,5446,5446,151166,0,1,0.000001937,2,2,2,1,99164300000,2
2015/testset2_gr_medium/g_5749572__6546__1_1_1__1725921591.tgf,6546,429233,0.0100171,3,275,1,6272,6272,199840,0,1,4.69E-07,332.903,332.903,324.461,12.737,6.32E+11,25.474
2015/testset2_gr_medium/g_6019610__3955__1_1_1__214137286.tgf,3955,155847,0.00996335,3,228,1,3728,3728,70398,0,1,2.26E-07,955.152,955.152,926.164,21.5193,1254440000,43.0387
2015/testset2_gr_medium/g_60552__1945__1_1_1__119920177.tgf,1945,37978,0.0100391,3,302,1,1644,1644,13716,0,1,0.000000596,19.6958,19.6958,19.4688,3.12,1099320,6.24001
2015/testset2_gr_medium/g_6197551__5257__1_1_1__808442397.tgf,5257,276165,0.00999293,3,238,1,5020,5020,130121,0,1,2.51E-07,641.232,641.232,622.969,17.6489,36119700000,35.2978
2015/testset2_gr_medium/g_70742__1937__1_1_1__1601993606.tgf,1937,37706,0.0100497,3,245,1,1693,1693,15240,0,1,0.000000288,50.8044,50.8044,49.9865,4.99933,1352420,9.99865
2015/testset2_gr_medium/g_729345__3994__1_1_1__1531626234.tgf,3994,159764,0.0100153,3,190,1,3805,3805,74289,0,1,0.000000131,24940.3,24940.3,23787.7,109.059,1554330000,218.118
2015/testset2_gr_medium/g_75150__1152__1_1_1__199409038.tgf,1152,13462,0.0101439,3,260,1,893,893,4154,0,1,0.000000292,26.3979,26.3979,26.0487,3.60893,28284.9,7.21786
2015/testset2_gr_medium/g_759604__3954__1_1_1__1196312685.tgf,3954,156417,0.0100049,3,588,1,3367,3367,57562,0,1,0.000002223,3.98606,3.98607,3.97225,1.4093,442622000,2.8186
2015/testset2_gr_medium/g_790881__3168__1_1_1__1563089851.tgf,3168,100296,0.0099934,3,247,1,2922,2922,44056,0,1,2.87E-07,275.453,275.453,268.741,11.5918,113468000,23.1837
2015/testset2_gr_medium/g_940038__2085__1_1_1__1707795058.tgf,2085,43487,0.0100034,3,263,1,1823,1823,16981,0,1,2.55E-07,132.703,132.703,129.922,8.05983,2300130,16.1197
2015/testset4_st_small/1135945__141_105__32_40_360__1726661898.tgf,141,387,0.0194658,6,105,23,2.56522,5,2,0,7,0.000000029,111.461,111.461,101.296,24.7405,31.2369,1444510
2015/testset4_st_small/1539728__299__3_3_4__1479392692.tgf,299,4248,0.0475162,2,6,1,294,294,2066,0,1,5.00E-10,31054.3,31054.3,24106.3,155.262,285.732,155.262
2015/testset4_st_small/1688016__289__2_2_3__1711063037.tgf,289,4161,0.0498198,2,6,1,284,284,1946,0,1,0.000000002,22410.8,22410.8,17332.3,131.652,255.892,131.652
2015/testset4_st_small/247483__277__0_1_1__505287041.tgf,277,3998,0.0521055,2,6,1,272,272,1987,0,1,0.000000002,17992.1,17992.1,13823.4,117.573,224.179,117.573
2015/testset4_st_small/282426__202__12_12_159__1378687018.tgf,202,507,0.0124253,7,91,5,23.2,101,0,1,3,0.000000032,435.269,435.269,415.155,16.1944,36.7834,7941.58
2015/testset4_st_small/291227__286__0_1_1__1230142271.tgf,286,2807,0.0343171,2,4,1,283,283,1488,0,1,0,55133.1,55133.1,45543.4,213.409,278.096,213.409
2015/testset4_st_small/30907__280__8_8_16__34985402.tgf,280,3671,0.046824,4,24,2,129,244,1455,0,1,1.05E-08,53.4778,53.4778,48.3348,8.01038,172.869,33.1822
2015/testset4_st_small/320028__276__2_2_3__165094759.tgf,276,2619,0.0343809,2,6,1,271,271,1353,0,1,0.000000001,24908.7,24908.7,20842.8,144.37,246.217,144.37
2015/testset4_st_small/339645__291__1_1_2__1421992937.tgf,291,4141,0.0489012,2,6,1,286,286,2299,0,1,0.000000001,17486.2,17486.2,13683.4,116.976,262.573,116.976
2015/testset4_st_small/33993__232__4_4_6__1980143471.tgf,232,3337,0.0619984,2,6,1,227,227,1612,0,1,0.000000001,3808.14,3808.14,2924.81,54.0815,133.317,54.0815
2015/testset4_st_small/34229__258__5_6_9__1887662229.tgf,258,2508,0.037678,2,6,1,253,253,1223,0,1,5.00E-10,20800,20800,17143.6,130.934,200.397,130.934
2015/testset4_st_small/34508__197__10_10_13__1871307992.tgf,197,2717,0.0700095,2,6,1,192,192,1296,0,1,1.50E-09,2774.95,2774.95,2073.95,45.5407,86.1429,45.5407
2015/testset4_st_small/361395__280__7_7_14__1379539997.tgf,280,3998,0.0509949,2,6,1,275,275,1927,0,1,0.000000001,16117.6,16117.6,12502,111.812,232.716,111.812
2015/testset4_st_small/44051__300__0_1_1__1566404531.tgf,300,2871,0.0319,2,6,1,295,295,1413,0,1,1.50E-09,42221.6,42221.6,35488,188.383,317.342,188.383
2015/testset4_st_small/45031__193__0_11_70__219763582.tgf,193,467,0.0125372,3,79,1,115,115,129,0,1,4.25E-08,1305.61,1305.61,1232.84,24.8278,38.5173,49.6556
2015/testset4_st_small/47774__262__0_1_1__1705874969.tgf,262,3765,0.0548482,2,6,1,257,257,1714,0,1,0,14013.3,14013.3,10683,103.358,189.554,103.358
2015/testset4_st_small/510532__292__3_3_5__771820926.tgf,292,2841,0.03332,2,6,1,287,287,1246,0,1,0.000000001,40080.6,40080.6,33443.2,182.875,290.748,182.875
2015/testset4_st_small/51123__246__0_1_1__1607395923.tgf,246,3541,0.0585135,2,6,1,241,241,1654,0,1,0.000000001,6911.06,6911.06,5287.95,72.7183,157.494,72.7183
2015/testset4_st_small/54571__259__7_7_11__929860717.tgf,259,2468,0.0367913,2,6,1,254,254,1230,0,1,1.50E-09,17339,17339,14421,120.088,203.749,120.088
2015/testset4_st_small/558101__300__9_9_15__376852946.tgf,300,2907,0.0323,2,6,1,295,295,1378,0,1,0.000000001,45945.4,45945.4,38472.9,196.145,316.518,196.145
2015/testset4_st_small/689751__162__2_2_3__207723927.tgf,162,2184,0.083219,2,6,1,157,157,1204,0,1,0.000000001,780.235,780.235,582.092,24.1266,52.9255,24.1266
2015/testset4_st_small/7648195__290__4_4_5__217211397.tgf,290,4164,0.0495125,2,6,1,285,285,2184,0,1,1.50E-09,30017.6,30017.6,23053.7,151.834,258.545,151.834
2015/testset4_st_small/857884__293__1_1_2__851168499.tgf,293,4271,0.0497501,2,5,1,289,289,2175,0,1,5.00E-10,21959.8,21959.8,17033.3,130.512,269.376,130.512
2015/testset4_st_small/876882__287__2_2_4__1987328938.tgf,287,4121,0.050031,2,6,1,282,282,1910,0,1,0.000000001,11045.9,11045.9,8703.79,93.2941,251.095,93.2941
2015/testset3_gr_large/g_11576075__7191__1_1_1__82730612.tgf,7191,516557,0.00998941,3,305,1,6887,6887,242475,0,1,0.000000413,148.436,148.436,145.267,8.52252,2.32E+12,17.045
2015/testset3_gr_large/g_11608515__6142__1_1_1__859624173.tgf,6142,376837,0.00998927,3,394,1,5749,5749,166254,0,1,1.06E-06,10.8319,10.8319,10.7406,2.31739,1.99E+11,4.63478
2015/testset3_gr_large/g_11687398__6961__1_1_1__818925919.tgf,6961,484827,0.0100056,3,469,1,6493,6493,212317,0,1,1.44E-06,2,2,2,1,1.02E+12,2
2015/testset3_gr_large/g_11722506__4872__1_1_1__1996514246.tgf,4872,236573,0.00996668,3,341,1,4532,4532,106230,0,1,6.55E-07,14.0676,14.0676,13.9312,2.63924,10757700000,5.27848
2015/testset3_gr_large/g_13686942__7861__1_1_1__885986521.tgf,7861,618631,0.010011,4,367,2,3748,7495,291116,0,1,0.000000814,61.6314,61.6314,60.7238,5.46183,7.95E+12,13.3855
2015/testset3_gr_large/g_14698925__6977__1_1_1__635433139.tgf,6977,485319,0.00996988,3,443,1,6535,6535,215259,0,1,0.000001004,6.60424,6.60424,6.56492,1.81176,1.11E+12,3.62351
2015/testset3_gr_large/g_15283768__7242__1_1_1__1057905053.tgf,7242,525433,0.0100184,3,410,1,6833,6833,237354,0,1,8.21E-07,21.8066,21.8066,21.5464,3.28226,2.08E+12,6.56451
2015/testset3_gr_large/g_15405159__8402__1_1_1__277006789.tgf,8402,705609,0.00999537,3,463,1,7940,7940,331206,0,1,0.000001118,5.30417,5.30417,5.27831,1.62455,1.90E+13,3.2491
2015/testset3_gr_large/g_15761268__7521__1_1_1__1253564987.tgf,7521,566615,0.010017,3,573,1,6949,6949,244157,0,1,0.000002668,2,2,2,1,2.64E+12,2
2015/testset3_gr_large/g_15792991__7833__1_1_1__1804928876.tgf,7833,615188,0.0100266,3,754,1,7080,7080,254080,0,1,0.000004844,2,2,2,1,3.45E+12,2
2015/testset3_gr_large/g_15806306__8366__1_1_1__694814714.tgf,8366,699105,0.00998865,3,503,1,7864,7864,309970,0,1,1.52E-06,2,2,2,1,1.64E+13,2
2015/testset3_gr_large/g_17299814__7318__1_1_1__208051347.tgf,7318,536495,0.010018,3,881,1,6438,6438,210237,0,1,5.83E-06,2,2.00001,2.00001,1.00001,9.03E+11,2.00001
2015/testset3_gr_large/g_20166647__5593__1_1_1__1850025606.tgf,5593,313999,0.0100378,3,1267,1,4327,4327,97451,0,1,1.19E-05,2,2.00001,2.00001,1.00001,6332500000,2.00001
2015/testset3_gr_large/g_26366506__7746__1_1_1__701580298.tgf,7746,600780,0.0100129,3,1722,1,6025,6025,184280,0,1,2.59E-05,2,2.00003,2.00003,1.00003,3.68E+11,2.00003
2015/testset3_gr_large/g_26415883__5774__1_1_1__1569596511.tgf,5774,333305,0.00999743,3,423,1,5352,5352,144340,0,1,1.00E-06,14.0671,14.0671,13.9303,2.63915,79651400000,5.27831
2015/testset3_gr_large/g_26874200__8393__1_1_1__629297877.tgf,8393,705586,0.0100165,3,347,1,8047,8047,348356,0,1,6.08E-07,105.107,105.107,103.036,7.1776,2.33E+13,14.3552
2015/testset3_gr_large/g_35415567__9473__1_1_1__1862760027.tgf,9473,897131,0.00999726,3,436,1,9038,9038,429606,0,1,0.000001276,5.30417,5.30417,5.27831,1.62455,1.47E+14,3.24909
2015/testset3_gr_large/g_36072150__6499__1_1_1__1197674094.tgf,6499,422526,0.0100037,3,290,1,6210,6210,195117,0,1,0.000000368,156.803,156.803,153.406,8.75804,5.52E+11,17.5161
2015/testset3_gr_large/g_39785649__9360__1_1_1__860776055.tgf,9360,876229,0.0100015,3,519,1,8842,8842,399568,0,1,1.73E-06,3.98613,3.98613,3.97238,1.40932,1.03E+14,2.81865
2015/testset3_gr_large/g_40158174__6958__1_1_1__209171335.tgf,6958,484397,0.0100054,3,365,1,6594,6594,220823,0,1,7.85E-07,24.0417,24.0417,23.7438,3.44556,1.26E+12,6.89112
2015/testset3_gr_large/g_41618307__6518__1_1_1__656262855.tgf,6518,424426,0.00999018,3,433,1,6086,6086,187463,0,1,1.36E-06,6.60418,6.60418,6.56481,1.81174,4.22E+11,3.62348
2015/testset3_gr_large/g_41634197__8548__1_1_1__27153038.tgf,8548,731576,0.0100122,3,592,1,7957,7957,326119,0,1,0.000002872,2,2,2,1,1.96E+13,2
2015/testset3_gr_large/g_8881847__6219__1_1_1__1502451786.tgf,6219,387071,0.0100081,3,562,1,5658,5658,161253,0,1,2.43E-06,2,2,2,1,1.62E+11,2
2015/testset3_gr_large/g_8978008__5013__1_1_1__2005674269.tgf,5013,251214,0.00999651,3,370,1,4644,4644,109715,0,1,0.000000706,10.8318,10.8318,10.7404,2.31737,14271300000,4.63473
2015/testset9_scc_large/10999075__461_395__24_24_324__237573662.tgf,461,1361,0.00640407,6,395,42,2.57143,4,0,1,20,0.000000266,189.291,189.291,175.553,45.0001,56.7393,8389790
2015/testset9_scc_large/14974572__457_345__0_20_222__-780398811.tgf,457,1126,0.00539146,6,345,41,3.73171,11,1,0,25,2.12E-07,278.751,278.751,251.562,48.2876,63.2079,8929730
2015/testset9_scc_large/1627996__755_46__0_3_12__1893213173.tgf,755,15386,0.0269918,22,46,46,16.413,25,548,0,5,0,1386.49,1386.49,979.391,52.0296,92.9689,2.74E+27
2015/testset9_scc_large/1753793__671_617__4_4_18__-1363490400.tgf,671,2783,0.00618113,7,617,36,2.5,4,0,1,14,0.000000459,169.648,169.648,159.095,37.7982,48.8198,6820040
2015/testset9_scc_large/1758658__795_42__0_2_7__-1202098545.tgf,795,17074,0.0270148,16,42,42,18.9286,31,7775,0,5,0,798.688,798.688,596.684,47.0536,89.5298,8.65E+19
2015/testset9_scc_large/1818982__769_48__0_4_190__1676631657.tgf,769,14840,0.0250947,21,48,48,16.0208,22,7988,0,5,0,1040.43,1040.43,790.348,53.5778,96.477,1.51E+27
2015/testset9_scc_large/1828893__778_49__0_1_6__365380386.tgf,778,15656,0.0258655,22,49,49,15.8776,25,6334,0,5,0,955.326,955.326,806.756,52.3944,97.7155,3.21E+28
2015/testset9_scc_large/1879197__595_301__192_192_5274__794362872.tgf,595,2772,0.00782996,15,301,46,7.3913,32,5,0,14,0.000000088,664.394,664.394,612.852,54.2295,96.2656,1.35E+16
2015/testset9_scc_large/19040260__507_416__16_16_90__-575628667.tgf,507,4103,0.0159619,9,416,68,2.33824,4,0,1,21,1.25E-07,349.356,349.356,334.473,69.9559,89.6045,1.17E+12
2015/testset9_scc_large/1925487__837_38__0_1_3__398360463.tgf,837,19257,0.0274877,17,38,38,22.0263,32,5519,0,5,0,957.379,957.379,641.085,42.9135,85.4315,1.05E+20
2015/testset9_scc_large/20655198__374_290__44_44_495__-1683228409.tgf,374,1525,0.0109025,7,290,34,3.47059,8,0,1,14,1.17E-07,210.948,210.948,191.684,37.5771,50.2079,35312400
2015/testset9_scc_large/2192374__868_42__0_2_6__197381139.tgf,868,20942,0.0277958,14,42,42,20.6667,30,6705,0,5,0,783.732,783.732,550.561,47.4783,91.007,4.02E+17
2015/testset9_scc_large/2195931__853_18__0_1_1__-668245284.tgf,853,33937,0.0466418,11,18,18,47.3889,59,19605,0,2,0,747.57,747.57,334.427,22.7677,59.3174,18384700000
2015/testset9_scc_large/2359690__847_47__0_1_1__-258502807.tgf,847,17933,0.0249969,17,47,47,18.0213,29,7331,0,5,0,1085.05,1085.05,766.345,53.097,98.0068,9.24E+21
2015/testset9_scc_large/2721694__940_26__0_1_1__-760920955.tgf,940,30277,0.0342655,12,26,26,36.1538,54,5225,0,3,0,656.645,656.645,371.334,31.0504,74.3329,8.33E+12
2015/testset9_scc_large/2912543__960_42__0_1_2__1906904342.tgf,960,22977,0.0249316,14,42,42,22.8571,34,1203,0,5,0,881.695,881.695,588.645,47.7889,96.1196,4.72E+17
2015/testset9_scc_large/2920382__996_26__0_1_1__1797378811.tgf,996,32649,0.0329118,9,26,26,38.3077,55,15028,0,4,0,640.864,640.864,346.124,32.3341,76.1742,10258900000
2015/testset9_scc_large/2989651__481_1__0_1_1__490287363.tgf,481,115517,0.499293,1,1,1,481,481,57828,0,1,0,46955.9,46955.9,2021.7,44.9633,44.9633,44.9633
2015/testset9_scc_large/3003520__935_5__0_1_1__-1788351828.tgf,935,109390,0.125128,3,5,5,187,210,7732,0,3,0,7969.11,7969.11,1090.2,34.7622,53.8047,196.573
2015/testset9_scc_large/3051610__939_31__0_1_2__-525845145.tgf,939,27111,0.0307478,11,31,31,30.2903,44,6070,0,4,0,662.216,662.216,414.842,36.7313,80.0172,3.77E+12
2015/testset9_scc_large/3203497__489_1__0_1_1__-696922705.tgf,489,119558,0.49999,1,1,1,489,489,59895,0,1,0,50945.2,50945.2,2130.39,46.1562,46.1562,46.1562
2015/testset9_scc_large/6319065__992_3__0_1_2__897035661.tgf,992,186509,0.189529,2,3,3,330.667,359,25794,0,2,0,32764.9,32764.9,2299.85,48.6289,69.9412,95.2578
2015/testset9_scc_large/6512808__964_852__8_8_54__1356115866.tgf,964,4406,0.00474122,7,852,62,2.80645,7,0,1,27,0.000000415,323.297,323.297,302.874,66.1959,87.2683,652859000
2015/testset9_scc_large/7663198__583_1__0_1_1__539330174.tgf,583,170189,0.500719,1,1,1,583,583,85363,0,1,0,136741,136741,4256.13,65.239,65.239,65.239
2015/testset5_st_medium/120071__400__1_2_3__68.tgf,400,3799,0.0237438,2,31,1,370,370,1799,0,1,0.000000063,8117.87,8117.87,7245.76,85.122,664.613,85.122
2015/testset5_st_medium/120124__400__1_1_2__77.tgf,400,3836,0.023975,2,20,1,381,381,1908,0,1,2.25E-08,35251.2,35251.2,30916.9,175.832,732.438,175.832
2015/testset5_st_medium/120151__400__2_2_4__11.tgf,400,5395,0.0337187,6,41,3,120.667,345,2452,0,1,3.25E-08,108.95,108.95,100.73,11.6297,498.376,144.445
2015/testset5_st_medium/120189__400__5_5_7__68.tgf,400,5419,0.0338687,6,32,3,123.667,363,2493,0,1,1.55E-08,767.518,767.518,680.94,27.9411,583.847,389.116
2015/testset5_st_medium/120283__400__5_5_7__38.tgf,400,5411,0.0338188,4,19,2,191.5,345,2191,0,1,0.000000009,103.251,103.251,94.6334,11.1576,500.062,59.6692
2015/testset5_st_medium/120304__400__0_1_1__11.tgf,400,3837,0.0239813,3,29,1,372,372,1607,0,1,4.75E-08,22618.4,22618.4,20093.3,100.233,675.86,200.466
2015/testset5_st_medium/120323__400__0_1_1__55.tgf,400,5621,0.0351312,2,21,1,380,380,3083,0,1,0.000000015,9201.2,9201.2,7768.5,88.1391,670.292,88.1391
2015/testset5_st_medium/120336__400__0_1_1__67.tgf,400,5635,0.0352187,4,23,2,189.5,372,3177,0,1,8.50E-09,2953.01,2953.01,2541.6,51.3846,625.676,151.154
2015/testset5_st_medium/131311__400__1_1_2__13.tgf,400,5451,0.0340687,2,41,1,360,360,2796,0,1,0.000000141,376.207,376.207,336.857,18.3537,562.863,18.3537
2015/testset5_st_medium/136355__400__0_1_1__21.tgf,400,5567,0.0347937,2,31,1,370,370,2661,0,1,0.000000062,1100.8,1100.8,966.479,31.0882,614.647,31.0882
2015/testset5_st_medium/136916__400__2_4_7__18.tgf,400,5509,0.0344312,6,32,3,123.667,353,2709,0,1,0.000000018,156.12,156.12,142.865,13.6131,532.658,174.197
2015/testset5_st_medium/142989__400__6_6_8__78.tgf,400,3747,0.0234188,2,40,1,361,361,1748,0,1,0.000000136,2451.33,2451.33,2223.67,47.1558,614.887,47.1558
2015/testset5_st_medium/143482__400__2_2_3__88.tgf,400,3780,0.023625,3,22,1,379,379,1865,0,1,2.05E-08,72166.3,72166.3,63336,177.955,720.735,355.91
2015/testset5_st_medium/143667__400__4_4_6__37.tgf,400,3756,0.023475,2,20,1,381,381,1853,0,1,0.000000029,43139.4,43139.4,37832.5,194.506,734.695,194.506
2015/testset5_st_medium/153075__400__2_2_3__79.tgf,400,5592,0.03495,2,21,1,380,380,2969,0,1,0.000000019,7308.68,7308.68,6202.12,78.7536,671.108,78.7536
2015/testset5_st_medium/153148__400__3_3_6__22.tgf,400,3779,0.0236188,3,32,1,369,369,1726,0,1,0.000000063,14641.5,14641.5,13102.7,80.9405,660.07,161.881
2015/testset5_st_medium/175963__400__3_4_5__25.tgf,400,5460,0.034125,2,40,1,361,361,2403,0,1,1.07E-07,456.24,456.24,407.421,20.1847,568.913,20.1847
2015/testset5_st_medium/182202__400__2_2_3__5.tgf,400,3840,0.024,2,21,1,380,380,1922,0,1,0.000000043,19383,19383,17139.6,130.918,726.802,130.918
2015/testset5_st_medium/187213__400__4_4_6__55.tgf,400,3747,0.0234188,2,21,1,380,380,1652,0,1,0.000000024,41295.1,41295.1,36245.9,190.384,728.641,190.384
2015/testset5_st_medium/189903__400__1_1_2__58.tgf,400,3748,0.023425,4,29,2,186.5,362,1669,0,1,1.75E-08,1497.47,1497.47,1368.65,37.9547,624.146,110.864
2015/testset5_st_medium/190362__400__2_2_3__54.tgf,400,5756,0.035975,2,21,1,380,380,2758,0,1,0.000000016,4624.76,4624.76,3943.02,62.7934,667.164,62.7934
2015/testset5_st_medium/192775__400__3_4_5__38.tgf,400,3768,0.02355,3,31,1,370,370,1805,0,1,0.000000042,19458.5,19458.5,17341.4,93.1165,665.326,186.233
2015/testset5_st_medium/192918__400__2_2_3__66.tgf,400,3790,0.0236875,2,20,1,381,381,1736,0,1,1.25E-08,44036.3,44036.3,38557.5,196.361,733.463,196.361
2015/testset5_st_medium/194039__400__3_3_5__66.tgf,400,5589,0.0349312,2,30,1,371,371,2995,0,1,0.000000057,1253.81,1253.81,1097.33,33.1259,619.137,33.1259
2015/testset1_gr_small/g_101552__1909__1_1_1__882760067.tgf,1909,36680,0.0100651,3,245,1,1665,1665,13924,0,1,2.79E-07,76.8903,76.8903,75.4836,6.14344,1201390,12.2869
