instances,totargs,totedges,density,totlayers,totsccs,totntsccs,avgntsize,maxsccsize,totoddcycles,isbipartite,maxwidth,t_c,nt_c,mx,mx2,mx3,mx4,px
2021/instances/2021/b_7_6_10.tgf,51000,3744536,0.00143965,1,1,1,51000,51000,-1,0,1,0,8.57E+67,8.57E+67,7.66E+67,8.75E+33,8.75E+33,8.75E+33
2021/instances/2021/b_7_6_7.tgf,51000,3734716,0.00143588,1,1,1,51000,51000,-1,0,1,0,8.58E+67,8.58E+67,7.67E+67,8.76E+33,8.76E+33,8.76E+33
2021/instances/2021/b_7_6_8.tgf,51000,3733516,0.00143542,1,1,1,51000,51000,-1,0,1,0,8.58E+67,8.58E+67,7.67E+67,8.76E+33,8.76E+33,8.76E+33
2021/instances/2021/b_7_6_9.tgf,51000,3745087,0.00143986,1,1,1,51000,51000,-1,0,1,0,8.57E+67,8.57E+67,7.66E+67,8.75E+33,8.75E+33,8.75E+33
2021/instances/2021/b_7_7_10.tgf,51000,3856631,0.00148275,1,1,1,51000,51000,-1,0,1,0,8.55E+67,8.55E+67,7.61E+67,8.72E+33,8.72E+33,8.72E+33
2021/instances/2021/b_7_8_10.tgf,51000,3981828,0.00153088,1,1,1,51000,51000,-1,0,1,0,8.51E+67,8.51E+67,7.55E+67,8.69E+33,8.69E+33,8.69E+33
2021/instances/2021/b_7_8_6.tgf,51000,3972935,0.00152746,1,1,1,51000,51000,-1,0,1,0,8.52E+67,8.52E+67,7.56E+67,8.69E+33,8.69E+33,8.69E+33
2021/instances/2021/b_7_8_7.tgf,51000,3973989,0.00152787,1,1,1,51000,51000,-1,0,1,0,8.52E+67,8.52E+67,7.56E+67,8.69E+33,8.69E+33,8.69E+33
2021/instances/2021/b_7_8_8.tgf,51000,3978624,0.00152965,1,1,1,51000,51000,-1,0,1,0,8.51E+67,8.51E+67,7.55E+67,8.69E+33,8.69E+33,8.69E+33
2021/instances/2021/b_7_8_9.tgf,51000,3977758,0.00152932,1,1,1,51000,51000,-1,0,1,0,8.51E+67,8.51E+67,7.55E+67,8.69E+33,8.69E+33,8.69E+33
2021/instances/2021/b_7_9_10.tgf,51000,4105838,0.00157856,1,1,1,51000,51000,-1,0,1,0,8.48E+67,8.48E+67,7.50E+67,8.66E+33,8.66E+33,8.66E+33
2021/instances/2021/b_8_10_10.tgf,102200,8840064,0.00476578,1,1,1,102200,102200,-1,0,1,0,1.57E+96,1.57E+96,1.43E+96,1.19E+48,1.19E+48,1.19E+48
2021/instances/2021/b_8_10_6.tgf,102200,8853289,0.00477291,1,1,1,102200,102200,-1,0,1,0,1.57E+96,1.57E+96,1.43E+96,1.19E+48,1.19E+48,1.19E+48
2021/instances/2021/b_8_10_7.tgf,102200,8834359,0.0047627,1,1,1,102200,102200,-1,0,1,0,1.57E+96,1.57E+96,1.43E+96,1.19E+48,1.19E+48,1.19E+48
2021/instances/2021/b_8_10_8.tgf,102200,8848213,0.00477017,1,1,1,102200,102200,-1,0,1,0,1.57E+96,1.57E+96,1.43E+96,1.19E+48,1.19E+48,1.19E+48
2021/instances/2021/b_8_10_9.tgf,102200,8827138,0.00475881,1,1,1,102200,102200,-1,0,1,0,1.57E+96,1.57E+96,1.43E+96,1.19E+48,1.19E+48,1.19E+48
2021/instances/2021/b_8_1_10.tgf,102200,6318123,0.00340617,1,1,1,102200,102200,-1,0,1,0,1.61E+96,1.61E+96,1.50E+96,1.23E+48,1.23E+48,1.23E+48
2021/instances/2021/b_8_2_10.tgf,102200,6607953,0.00356242,1,1,1,102200,102200,-1,0,1,0,1.60E+96,1.60E+96,1.49E+96,1.22E+48,1.22E+48,1.22E+48
2021/instances/2021/b_8_2_6.tgf,102200,6601697,0.00355905,1,1,1,102200,102200,-1,0,1,0,1.60E+96,1.60E+96,1.50E+96,1.22E+48,1.22E+48,1.22E+48
2021/instances/2021/b_8_2_8.tgf,102200,6604648,0.00356064,1,1,1,102200,102200,-1,0,1,0,1.60E+96,1.60E+96,1.49E+96,1.22E+48,1.22E+48,1.22E+48
2021/instances/2021/b_8_2_9.tgf,102200,6599710,0.00355798,1,1,1,102200,102200,-1,0,1,0,1.60E+96,1.60E+96,1.50E+96,1.22E+48,1.22E+48,1.22E+48
2021/instances/2021/b_8_3_10.tgf,102200,6889324,0.00371411,1,1,1,102200,102200,-1,0,1,0,1.60E+96,1.60E+96,1.49E+96,1.22E+48,1.22E+48,1.22E+48
2021/instances/2021/b_8_4_10.tgf,102200,7166990,0.0038638,1,1,1,102200,102200,-1,0,1,0,1.59E+96,1.59E+96,1.48E+96,1.22E+48,1.22E+48,1.22E+48
2021/instances/2021/b_8_4_6.tgf,102200,7171388,0.00386617,1,1,1,102200,102200,-1,0,1,0,1.59E+96,1.59E+96,1.48E+96,1.22E+48,1.22E+48,1.22E+48
2021/instances/2021/b_8_4_7.tgf,102200,7171140,0.00386604,1,1,1,102200,102200,-1,0,1,0,1.59E+96,1.59E+96,1.48E+96,1.22E+48,1.22E+48,1.22E+48
2021/instances/2021/b_8_4_8.tgf,102200,7166014,0.00386328,1,1,1,102200,102200,-1,0,1,0,1.59E+96,1.59E+96,1.48E+96,1.22E+48,1.22E+48,1.22E+48
2021/instances/2021/b_8_4_9.tgf,102200,7185984,0.00387404,1,1,1,102200,102200,-1,0,1,0,1.59E+96,1.59E+96,1.48E+96,1.22E+48,1.22E+48,1.22E+48
2021/instances/2021/b_8_5_10.tgf,102200,7443234,0.00401273,1,1,1,102200,102200,-1,0,1,0,1.59E+96,1.59E+96,1.47E+96,1.21E+48,1.21E+48,1.21E+48
2021/instances/2021/b_8_6_10.tgf,102200,7707621,0.00415526,1,1,1,102200,102200,-1,0,1,0,1.58E+96,1.58E+96,1.46E+96,1.21E+48,1.21E+48,1.21E+48
2021/instances/2021/b_8_6_6.tgf,102200,7750361,0.00417831,1,1,1,102200,102200,-1,0,1,0,1.58E+96,1.58E+96,1.46E+96,1.21E+48,1.21E+48,1.21E+48
2021/instances/2021/b_8_6_7.tgf,102200,7730445,0.00416757,1,1,1,102200,102200,-1,0,1,0,1.58E+96,1.58E+96,1.46E+96,1.21E+48,1.21E+48,1.21E+48
2021/instances/2021/b_8_6_8.tgf,102200,7729589,0.00416711,1,1,1,102200,102200,-1,0,1,0,1.58E+96,1.58E+96,1.46E+96,1.21E+48,1.21E+48,1.21E+48
2021/instances/2021/b_8_6_9.tgf,102200,7738334,0.00417182,1,1,1,102200,102200,-1,0,1,0,1.58E+96,1.58E+96,1.46E+96,1.21E+48,1.21E+48,1.21E+48
2021/instances/2021/b_8_7_10.tgf,102200,8003516,0.00431478,1,1,1,102200,102200,-1,0,1,0,1.58E+96,1.58E+96,1.45E+96,1.20E+48,1.20E+48,1.20E+48
2021/instances/2021/b_8_8_10.tgf,102200,8291046,0.00446979,1,1,1,102200,102200,-1,0,1,0,1.57E+96,1.57E+96,1.44E+96,1.20E+48,1.20E+48,1.20E+48
2021/instances/2021/b_8_8_6.tgf,102200,8293026,0.00447086,1,1,1,102200,102200,-1,0,1,0,1.57E+96,1.57E+96,1.44E+96,1.20E+48,1.20E+48,1.20E+48
2021/instances/2021/b_8_8_7.tgf,102200,8291133,0.00446984,1,1,1,102200,102200,-1,0,1,0,1.57E+96,1.57E+96,1.44E+96,1.20E+48,1.20E+48,1.20E+48
2021/instances/2021/b_8_8_8.tgf,102200,8284156,0.00446608,1,1,1,102200,102200,-1,0,1,0,1.58E+96,1.58E+96,1.44E+96,1.20E+48,1.20E+48,1.20E+48
2021/instances/2021/b_8_8_9.tgf,102200,8305339,0.0044775,1,1,1,102200,102200,-1,0,1,0,1.57E+96,1.57E+96,1.44E+96,1.20E+48,1.20E+48,1.20E+48
2021/instances/2021/b_8_9_10.tgf,102200,8561570,0.00461564,1,1,1,102200,102200,-1,0,1,0,1.57E+96,1.57E+96,1.43E+96,1.20E+48,1.20E+48,1.20E+48
2021/instances/2021/b_9_10_10.tgf,204600,18489800,0.00576643,1,1,1,204600,204600,-1,0,1,0,1.36E+136,1.36E+136,1.27E+136,1.13E+68,1.13E+68,1.13E+68
2021/instances/2021/b_9_10_6.tgf,204600,18550584,0.00578539,1,1,1,204600,204600,-1,0,1,0,1.36E+136,1.36E+136,1.27E+136,1.13E+68,1.13E+68,1.13E+68
2021/instances/2021/b_9_10_7.tgf,204600,18516715,0.00577483,1,1,1,204600,204600,-1,0,1,0,1.36E+136,1.36E+136,1.27E+136,1.13E+68,1.13E+68,1.13E+68
2021/instances/2021/b_9_10_9.tgf,204600,18470119,0.00576029,1,1,1,204600,204600,-1,0,1,0,1.36E+136,1.36E+136,1.27E+136,1.13E+68,1.13E+68,1.13E+68
2021/instances/2021/b_9_1_10.tgf,204600,12735446,0.00397182,1,1,1,204600,204600,-1,0,1,0,1.39E+136,1.39E+136,1.33E+136,1.15E+68,1.15E+68,1.15E+68
2021/instances/2021/b_9_2_10.tgf,204600,13379112,0.00417256,1,1,1,204600,204600,-1,0,1,0,1.39E+136,1.39E+136,1.32E+136,1.15E+68,1.15E+68,1.15E+68
2021/instances/2021/b_9_2_6.tgf,204600,13381472,0.00417329,1,1,1,204600,204600,-1,0,1,0,1.39E+136,1.39E+136,1.32E+136,1.15E+68,1.15E+68,1.15E+68
2021/instances/2021/b_9_2_7.tgf,204600,13376150,0.00417163,1,1,1,204600,204600,-1,0,1,0,1.39E+136,1.39E+136,1.32E+136,1.15E+68,1.15E+68,1.15E+68
2021/instances/2021/b_9_2_8.tgf,204600,13378039,0.00417222,1,1,1,204600,204600,-1,0,1,0,1.39E+136,1.39E+136,1.32E+136,1.15E+68,1.15E+68,1.15E+68
2021/instances/2021/b_9_2_9.tgf,204600,13387851,0.00417528,1,1,1,204600,204600,-1,0,1,0,1.39E+136,1.39E+136,1.32E+136,1.15E+68,1.15E+68,1.15E+68
2021/instances/2021/b_9_3_10.tgf,204600,14030475,0.0043757,1,1,1,204600,204600,-1,0,1,0,1.38E+136,1.38E+136,1.31E+136,1.15E+68,1.15E+68,1.15E+68
2021/instances/2021/b_9_4_10.tgf,204600,14660835,0.00457229,1,1,1,204600,204600,-1,0,1,0,1.38E+136,1.38E+136,1.31E+136,1.14E+68,1.14E+68,1.14E+68
2021/instances/2021/b_9_4_6.tgf,204600,14683563,0.00457938,1,1,1,204600,204600,-1,0,1,0,1.38E+136,1.38E+136,1.31E+136,1.14E+68,1.14E+68,1.14E+68
2021/instances/2021/b_9_4_7.tgf,204600,14662083,0.00457268,1,1,1,204600,204600,-1,0,1,0,1.38E+136,1.38E+136,1.31E+136,1.14E+68,1.14E+68,1.14E+68
2021/instances/2021/b_9_4_8.tgf,204600,14666029,0.00457391,1,1,1,204600,204600,-1,0,1,0,1.38E+136,1.38E+136,1.31E+136,1.14E+68,1.14E+68,1.14E+68
2021/instances/2021/b_9_4_9.tgf,204600,14670195,0.00457521,1,1,1,204600,204600,-1,0,1,0,1.38E+136,1.38E+136,1.31E+136,1.14E+68,1.14E+68,1.14E+68
